code,name
PSX S152539,AFF Agricultural Services 40
PSX S152540,AFF Agricultural Services 41
PSX S152541,AFF Agricultural Services 42
PSX S152542,AFF Agricultural Services 43
PSX S152543,AFF Agricultural Services 44
PSX S152544,AFF Agricultural Services 45
PSX S152545,AFF Agricultural Services 46
PSX S152546,AFF Agricultural Services 47
PSX S152547,AFF Agricultural Services 48
PSX S152548,AFF Agricultural Services 49
PSX S152549,AFF Agricultural Services 50
PSX S152550,AFF Agricultural Services 51
PSX S152551,AFF Agricultural Services 52
PSX S152553,AFF Agricultural Services 54
PSX S152555,AFF Agricultural Services 56
PSX S152556,AFF Agricultural Services 57
PSX S152558,AFF Agricultural Services 59
PSX S152559,AFF Agricultural Services 60
PSX S152560,AFF Agricultural Services 61
PSX S152561,AFF Agricultural Services 62
PSX S152562,AFF Agricultural Services 63
PSX S152563,AFF Agricultural Services 64
PSX S152564,AFF Agricultural Services 65
PSX S152565,AFF Agricultural Services 66
PSX S152566,AFF Agricultural Services 67
PSX S152567,AFF Agricultural Services 68
PSX S152568,AFF Agricultural Services 69
PSX S152569,AFF Agricultural Services 70
PSX S152570,AFF Agricultural Services 71
PSX S152571,AFF Agricultural Services 72
PSX S152572,AFF Agricultural Services 73
PSX S152573,AFF Agricultural Services 74
PSX S152574,AFF Agricultural Services 75
PSX S152575,AFF Agricultural Services 76
PSX S152576,AFF Agricultural Services 77
PSX S152577,AFF Agricultural Services 78
PSX S152578,AFF Agricultural Services 79
PSX S152579,AFF Agricultural Services 80
PSX S152580,AFF Agricultural Services 81
PSX S152581,AFF Agricultural Services 82
PSX S152582,AFF Agricultural Services 83
PSX S152583,AFF Agricultural Services 84
PSX S152584,AFF Agricultural Services 85
PSX S152585,AFF Agricultural Services 86
PSX S152586,AFF Agricultural Services 87
PSX S152587,AFF Agricultural Services 88
PSX S152588,AFF Agricultural Services 89
PSX S152589,AFF Agricultural Services 90
PSX S152591,AFF Agricultural Services 92
PSX S152592,AFF Agricultural Services 93
PSX S152593,AFF Agricultural Services 94
PSX S152594,AFF Agricultural Services 95
PSX S152595,AFF Agricultural Services 96
PSX S152596,AFF Agricultural Services 97
PSX S152597,AFF Agricultural Services 98
PSX S152598,AFF Agricultural Services 99
PSX S152599,AFF Agricultural Services 100
PSX S152600,AFF Agricultural Services 101
PSX S152601,AFF Agricultural Services 102
PSX S152603,AFF Agricultural Services 104
PSX S152604,AFF Agricultural Services 105
PSX S152605,AFF Agricultural Services 106
PSX S152700,AFF CAP Acc Measures -  Ag Env. 1
PSX S152701,AFF CAP Acc Measures -  Ag Env. 2
PSX S152702,AFF CAP Acc Measures -  Ag Env. 3
PSX S152703,AFF CAP Acc Measures -  Ag Env. 4
PSX S152730,AFF CAP Acc Measures -  Env Landscape 1
PSX S152731,AFF CAP Acc Measures -  Env Landscape 2
PSX S152732,AFF CAP Acc Measures -  Env Landscape 3
PSX S152733,AFF CAP Acc Measures -  Env Landscape 4
PSX S152734,AFF CAP Acc Measures -  Env Landscape 5
PSX S152735,AFF CAP Acc Measures -  Env Landscape 6
PSX S152736,AFF CAP Acc Measures -  Env Landscape 7
PSX S152737,AFF CAP Acc Measures -  Env Landscape 8
PSX S152738,AFF CAP Acc Measures -  Env Landscape 9
PSX S152739,AFF CAP Acc Measures -  Env Landscape 10
PSX S152760,AFF CAP Acc Measures -  Forestry 1
PSX S152761,AFF CAP Acc Measures -  Forestry 2
PSX S152762,AFF CAP Acc Measures -  Forestry 3
PSX S152763,AFF CAP Acc Measures -  Forestry 4
PSX S152764,AFF CAP Acc Measures -  Forestry 5
PSX S152765,AFF CAP Acc Measures -  Forestry 6
PSX S152800,AFF Fisheries 1
PSX S152801,AFF Fisheries 2
PSX S152802,AFF Fisheries 3
PSX S152805,AFF Fisheries 6
PSX S152806,AFF Fisheries 7
PSX S152807,AFF Fisheries 8
PSX S152808,AFF Fisheries 9
PSX S152809,AFF Fisheries 10
PSX S152810,AFF Fisheries 11
PSX S152811,AFF Fisheries 12
PSX S152813,AFF Fisheries 14
PSX S152814,AFF Fisheries 15
PSX S152815,AFF Fisheries 16
PSX S152817,AFF Fisheries 18
PSX S152818,AFF Fisheries 19
PSX S152819,AFF Fisheries 20
PSX S152823,AFF Fisheries 24
PSX S152840,AFF Fishery Research Services 1
PSX S152841,AFF Fishery Research Services 2
PSX S152842,AFF Fishery Research Services 3
PSX S152843,AFF Fishery Research Services 4
PSX S152844,AFF Fishery Research Services 5
PSX S152845,AFF Fishery Research Services 6
PSX S152846,AFF Fishery Research Services 7
PSX S152847,AFF Fishery Research Services 8
PSX S152850,AFF Research Institutes etc - Basic Research 1
PSX S152851,AFF Research Institutes etc - Basic Research 2
PSX S152852,AFF Research Institutes etc - Basic Research 3
PSX S152853,AFF Research Institutes etc - Basic Research 4
PSX S152854,AFF Research Institutes etc - Basic Research 5
PSX S152855,AFF Research Institutes etc - Basic Research 6
PSX S152856,AFF Research Institutes etc - Basic Research 7
PSX S152857,AFF Research Institutes etc - Basic Research 8
PSX S152860,AFF Research Institutes etc - R & D
PSX S152861,AFF Rural Support -  Community Services
PSX S152862,AFF Rural Support - Env. Protection
PSX S152863,AFF Scottish Agriculture College -  Education
PSX S152870,AFF Scottish Agri Science Agency - Env Protect 1
PSX S152871,AFF Scottish Agri Science Agency - Env Protect 2
PSX S152872,AFF Scottish Agri Science Agency - Env Protect 3
PSX S152873,AFF Scottish Agri Science Agency - Env Protect 4
PSX S152874,AFF Scottish Agri Science Agency - Env Protect 5
PSX S152880,AFF Scot Fisheries Protect Agency - Police Serv 1
PSX S152881,AFF Scot Fisheries Protect Agency - Police Serv 2
PSX S152882,AFF Scot Fisheries Protect Agency - Police Serv 3
PSX S152883,AFF Scot Fisheries Protect Agency - Police Serv 4
PSX S152884,AFF Scot Fisheries Protect Agency - Police Serv 5
PSX S152885,AFF Scot Fisheries Protect Agency - Police Serv 6
PSX S152886,AFF Scot Fisheries Protect Agency - Police Serv 7
PSX S152900,AFF Other Support 1
PSX S152901,AFF Other Support 2
PSX S152902,AFF Other Support 3
PSX S152903,AFF Other Support 4
PSX S152904,AFF Other Support 5
PSX S152905,AFF Other Support 6
PSX S152906,AFF Other Support 7
PSX S152907,AFF Other Support 8
PSX S152909,AFF Other Support 10
PSX S152910,AFF Other Support 11
PSX S152911,AFF Other Support 12
PSX S152912,AFF Other Support 13
PSX S152913,AFF Other Support 14
PSX S152916,AFF Other Support 17
PSX S152917,AFF Other Support 18
PSX S152918,AFF Other Support 19
PSX S152919,AFF Other Support 20
PSX S152921,AFF Other Support 22
PSX S152922,AFF Other Support 23
PSX S152923,AFF Other Support 24
PSX S152924,AFF Other Support 25
PSX S152970,IBEA Receipts (RAD) 1
PSX S153000,CG subsidies to local authority housing 1
PSX S153150,Communities Scotland - Housing 1
PSX S153301,Equality and Voluntary Issues 2
PSX S153303,Equality and Voluntary Issues 4
PSX S153305,Equality and Voluntary Issues 6
PSX S153307,Equality and Voluntary Issues 8
PSX S153309,Equality and Voluntary Issues 10
PSX S153400,Housing - Supporting People 1
PSX S153600,Other Social Housing 1
PSX S153601,Other Social Housing 2
PSX S153602,Other Social Housing 3
PSX S153603,Other Social Housing 4
PSX S153604,Other Social Housing 5
PSX S153607,Other Social Housing 8
PSX S153609,Other Social Housing 10
PSX S153610,Other Social Housing 11
PSX S153612,Other Social Housing 13
PSX S153613,Other Social Housing 14
PSX S153614,Other Social Housing 15
PSX S153615,Other Social Housing 16
PSX S153616,Other Social Housing 17
PSX S153617,Other Social Housing 18
PSX S153618,Other Social Housing 19
PSX S153619,Other Social Housing 20
PSX S153622,Other Social Housing 23
PSX S153623,Other Social Housing 24
PSX S153626,Other Social Housing 27
PSX S153627,Other Social Housing 28
PSX S153630,Other Social Housing 31
PSX S153631,Other Social Housing 32
PSX S153632,Other Social Housing 33
PSX S153633,Other Social Housing 34
PSX S153634,Other Social Housing 35
PSX S153636,Other Social Housing 37
PSX S153637,Other Social Housing 38
PSX S153638,Other Social Housing 39
PSX S153639,Other Social Housing 40
PSX S153642,Other Social Housing 43
PSX S153643,Other Social Housing 44
PSX S153646,Other Social Housing 47
PSX S153701,Scottish Homes 2
PSX S153900,Urban 1
PSX S153901,Urban 2
PSX S153902,Urban 3
PSX S153907,Urban 8
PSX S153916,Urban 17
PSX S153922,Urban 23
PSX S154000,Children and Young People 1
PSX S154002,Children and Young People 3
PSX S154003,Children and Young People 4
PSX S154004,Children and Young People 5
PSX S154005,Children and Young People 6
PSX S154006,Children and Young People 7
PSX S154007,Children and Young People 8
PSX S154008,Children and Young People 9
PSX S154009,Children and Young People 10
PSX S154010,Children and Young People 11
PSX S154011,Children and Young People 12
PSX S154015,Children and Young People 16
PSX S154017,Children and Young People 18
PSX S154018,Children and Young People 19
PSX S154019,Children and Young People 20
PSX S154020,Children and Young People 21
PSX S154022,Children and Young People 23
PSX S154023,Children and Young People 24
PSX S154028,Children and Young People 29
PSX S154029,Children and Young People 30
PSX S154030,Children and Young People 31
PSX S154031,Children and Young People 32
PSX S154032,Children and Young People 33
PSX S154033,Children and Young People 34
PSX S154036,Children and Young People 37
PSX S154100,Historic Scotland Executive Agency 1
PSX S154101,Historic Scotland Executive Agency 2
PSX S154102,Historic Scotland Executive Agency 3
PSX S154103,Historic Scotland Executive Agency 4
PSX S154201,Libraries (cash limited) 2
PSX S154300,Misc Educational Services Research & Admin 1
PSX S154301,Misc Educational Services Research & Admin 2
PSX S154302,Misc Educational Services Research & Admin 3
PSX S154304,Misc Educational Services Research & Admin 5
PSX S154305,Misc Educational Services Research & Admin 6
PSX S154306,Misc Educational Services Research & Admin 7
PSX S154307,Misc Educational Services Research & Admin 8
PSX S154308,Misc Educational Services Research & Admin 9
PSX S154311,Misc Educational Services Research & Admin 12
PSX S154312,Misc Educational Services Research & Admin 13
PSX S154313,Misc Educational Services Research & Admin 14
PSX S154314,Misc Educational Services Research & Admin 15
PSX S154315,Misc Educational Services Research & Admin 16
PSX S154316,Misc Educational Services Research & Admin 17
PSX S154317,Misc Educational Services Research & Admin 18
PSX S154318,Misc Educational Services Research & Admin 19
PSX S154319,Misc Educational Services Research & Admin 20
PSX S154320,Misc Educational Services Research & Admin 21
PSX S154400,Museums and galleries (cash limited) 1
PSX S154401,Museums and galleries (cash limited) 2
PSX S154403,Museums and galleries (cash limited) 4
PSX S154404,Museums and galleries (cash limited) 5
PSX S154405,Museums and galleries (cash limited) 6
PSX S154406,Museums and galleries (cash limited) 7
PSX S154407,Museums and galleries (cash limited) 8
PSX S154408,Museums and galleries (cash limited) 9
PSX S154501,Other arts and heritage 2
PSX S154502,Other arts and heritage 3
PSX S154503,Other arts and heritage 4
PSX S154505,Other arts and heritage 6
PSX S154506,Other arts and heritage 7
PSX S154507,Other arts and heritage 8
PSX S154509,Other arts and heritage 10
PSX S154511,Other arts and heritage 12
PSX S154603,Promotion of Tourism (cash limited) 4
PSX S154700,Schools 1
PSX S154701,Schools 2
PSX S154704,Schools 5
PSX S154706,Schools 7
PSX S154708,Schools 9
PSX S154711,Schools 12
PSX S154712,Schools 13
PSX S154714,Schools 15
PSX S154715,Schools 16
PSX S154717,Schools 18
PSX S154718,Schools 19
PSX S154720,Schools 21
PSX S154722,Schools 23
PSX S154723,Schools 24
PSX S154724,Schools 25
PSX S154727,Schools 28
PSX S154728,Schools 29
PSX S154730,Schools 31
PSX S154731,Schools 32
PSX S154732,Schools 33
PSX S154733,Schools 34
PSX S154734,Schools 35
PSX S154735,Schools 36
PSX S154736,Schools 37
PSX S154739,Schools 40
PSX S154741,Schools 42
PSX S154742,Schools 43
PSX S154743,Schools 44
PSX S154744,Schools 45
PSX S154745,Schools 46
PSX S154748,Schools 49
PSX S154755,Schools 56
PSX S154756,Schools 57
PSX S154757,Schools 58
PSX S154800,Scottish Sports Council 1
PSX S154900,Arts and Heritage: Royal Commission 1
PSX S155001,Careers serv strengthening scheme - cash limited 2
PSX S155050,Central and Miscellaneous Services 1
PSX S155051,Central and Miscellaneous Services 2
PSX S155052,Central and Miscellaneous Services 3
PSX S155053,Central and Miscellaneous Services 4
PSX S155054,Central and Miscellaneous Services 5
PSX S155055,Central and Miscellaneous Services 6
PSX S155056,Central and Miscellaneous Services 7
PSX S155057,Central and Miscellaneous Services 8
PSX S155058,Central and Miscellaneous Services 9
PSX S155059,Central and Miscellaneous Services 10
PSX S155060,Central and Miscellaneous Services 11
PSX S155061,Central and Miscellaneous Services 12
PSX S155062,Central and Miscellaneous Services 13
PSX S155063,Central and Miscellaneous Services 14
PSX S155064,Central and Miscellaneous Services 15
PSX S155065,Central and Miscellaneous Services 16
PSX S155066,Central and Miscellaneous Services 17
PSX S155067,Central and Miscellaneous Services 18
PSX S155068,Central and Miscellaneous Services 19
PSX S155069,Central and Miscellaneous Services 20
PSX S155070,Central and Miscellaneous Services 21
PSX S155071,Central and Miscellaneous Services 22
PSX S155072,Central and Miscellaneous Services 23
PSX S155073,Central and Miscellaneous Services 24
PSX S155074,Central and Miscellaneous Services 25
PSX S155075,Central and Miscellaneous Services 26
PSX S155076,Central and Miscellaneous Services 27
PSX S155077,Central and Miscellaneous Services 28
PSX S155080,Central and Miscellaneous Services 31
PSX S155081,Central and Miscellaneous Services 32
PSX S155082,Central and Miscellaneous Services 33
PSX S155083,Central and Miscellaneous Services 34
PSX S155088,Central and Miscellaneous Services 39
PSX S155100,Communication 1
PSX S155150,Economic Affairs Research and Development 1
PSX S155200,Education not definable by level 1
PSX S155202,Education not definable by level 3
PSX S155203,Education not definable by level 4
PSX S155204,Education not definable by level 5
PSX S155205,Education not definable by level 6
PSX S155206,Education not definable by level 7
PSX S155207,Education not definable by level 8
PSX S155300,Higher & advanced further education (non-CL) 1
PSX S155301,Higher & advanced further education (non-CL) 2
PSX S155302,Higher & advanced further education (non-CL) 3
PSX S155303,Higher & advanced further education (non-CL) 4
PSX S155311,Higher & advanced further education (non-CL) 12
PSX S155313,Higher & advanced further education (non-CL) 14
PSX S155350,Misc Educational Services Research and Admin 1
PSX S155351,Misc Educational Services Research and Admin 2
PSX S155352,Miscellaneous Educational Services Research and Administration 3
PSX S155450,Electricity 1
PSX S155451,Electricity 2
PSX S155452,Electricity 3
PSX S155500,Regional Selective Assistance 1
PSX S155600,ERDF (Central Government Capital) 1
PSX S155601,ERDF (Central Government Capital) 2
PSX S155900,"ESF pay for training & employ projects, Scot 1"
PSX S156202,Marine Coastguard Shipping & Civil Avai Serv 3
PSX S156208,Marine Coastguard Shipping & Civil Avai Serv 9
PSX S156209,Marine Coastguard Shipping & Civil Avai Serv 10
PSX S156212,Marine Coastguard Shipping & Civil Avai Serv 13
PSX S156216,Marine Coastguard Shipping & Civil Avai Serv 17
PSX S156217,Marine Coastguard Shipping & Civil Avai Serv 18
PSX S156220,Marine Coastguard Shipping & Civil Avai Serv 21
PSX S156223,Marine Coastguard Shipping & Civil Avai Serv 24
PSX S156228,Marine Coastguard Shipping & Civil Avai Serv 29
PSX S156229,Marine Coastguard Shipping & Civil Avai Serv 30
PSX S156302,National Roads System 3
PSX S156303,National Roads System 4
PSX S156304,National Roads System 5
PSX S156305,National Roads System 6
PSX S156306,National Roads System 7
PSX S156308,National Roads System 9
PSX S156309,National Roads System 10
PSX S156310,National Roads System 11
PSX S156315,National Roads System 16
PSX S156316,National Roads System 17
PSX S156317,National Roads System 18
PSX S156318,National Roads System 19
PSX S156319,National Roads System 20
PSX S156320,PSX S156320Alias tbd3
PSX S156322,National Roads System 23
PSX S156401,Other Transport Services 2
PSX S156402,Other Transport Services 3
PSX S156403,PSX S156403Alias tbd2
PSX S156404,Other Transport Services 5
PSX S156407,Other Transport Services 8
PSX S156408,Other Transport Services 9
PSX S156409,Other Transport Services 10
PSX S156410,Other Transport Services 11
PSX S156411,Other Transport Services 12
PSX S156412,Other Transport Services 13
PSX S156413,Other Transport Services 14
PSX S156414,Other Transport Services 15
PSX S156415,Other Transport Services 16
PSX S156416,Other Transport Services 17
PSX S156417,Other Transport Services 18
PSX S156418,Other Transport Services 19
PSX S156420,Other Transport Services 21
PSX S156422,Other Transport Services 23
PSX S156424,Other Transport Services 25
PSX S156426,Other Transport Services 27
PSX S156427,Other Transport Services 28
PSX S156428,Other Transport Services 29
PSX S156430,Other Transport Services 31
PSX S156433,Other Transport Services 34
PSX S156434,Other Transport Services 35
PSX S156501,Ports 2
PSX S156600,Broadcast & Publishing Services: FCSD 1
PSX S156601,Broadcast & Publishing Services: FCSD 2
PSX S156602,Broadcast & Publishing Services: FCSD 3
PSX S156603,Broadcast & Publishing Services: FCSD 4
PSX S156650,Central and Miscellaneous Services: FCSD 1
PSX S156651,Central and Miscellaneous Services: FCSD 2
PSX S156652,Central and Miscellaneous Services: FCSD 3
PSX S156653,Central and Miscellaneous Services: FCSD 4
PSX S156656,Central and Miscellaneous Services: FCSD 7
PSX S156657,Central and Miscellaneous Services: FCSD 8
PSX S156658,Central and Miscellaneous Services: FCSD 9
PSX S156659,Central and Miscellaneous Services: FCSD 10
PSX S156660,Central and Miscellaneous Services: FCSD 11
PSX S156661,Central and Miscellaneous Services: FCSD 12
PSX S156663,Alias tbd
PSX S156700,Modernising Government Fund 1
PSX S156701,Modernising Government Fund 2
PSX S156702,Modernising Government Fund 3
PSX S156703,Modernising Government Fund 4
PSX S156951,Scottish Executive Pensions Agency 2
PSX S156952,Scottish Executive Pensions Agency 3
PSX S156953,Scottish Executive Pensions Agency 4
PSX S157000,Health (Miscellaneous) 1
PSX S157001,Health (Miscellaneous) 2
PSX S157002,Health (Miscellaneous) 3
PSX S157003,Health (Miscellaneous) 4
PSX S157004,Health (Miscellaneous) 5
PSX S157005,Health (Miscellaneous) 6
PSX S157006,Health (Miscellaneous) 7
PSX S157007,Health (Miscellaneous) 8
PSX S157008,Health (Miscellaneous) 9
PSX S157011,Health (Miscellaneous) 12
PSX S157012,Health (Miscellaneous) 13
PSX S157013,Health (Miscellaneous) 14
PSX S157100,Health R&D 1
PSX S157101,Health R&D 2
PSX S157103,Health R&D 4
PSX S157105,Health R&D 6
PSX S157200,"Medical Products, Appliances & Equipment 1"
PSX S157201,"Medical Products, Appliances & Equipment 2"
PSX S157202,"Medical Products, Appliances & Equipment 3"
PSX S157203,"Medical Products, Appliances & Equipment 4"
PSX S157204,"Medical Products, Appliances & Equipment 5"
PSX S157205,"Medical Products, Appliances & Equipment 6"
PSX S157206,"Medical Products, Appliances & Equipment 7"
PSX S157207,"Medical Products, Appliances & Equipment 8"
PSX S157208,"Medical Products, Appliances & Equipment 9"
PSX S157209,"Medical Products, Appliances & Equipment 10"
PSX S157210,"Medical Products, Appliances & Equipment 11"
PSX S157303,NHS Hospital Services 4
PSX S157307,NHS Hospital Services 8
PSX S157308,NHS Hospital Services 9
PSX S157309,NHS Hospital Services 10
PSX S157310,NHS Hospital Services 11
PSX S157311,NHS Hospital Services 12
PSX S157314,NHS Hospital Services 15
PSX S157316,NHS Hospital Services 17
PSX S157317,NHS Hospital Services 18
PSX S157318,NHS Hospital Services 19
PSX S157322,NHS Hospital Services 23
PSX S157326,NHS Hospital Services 27
PSX S157330,NHS Hospital Services 31
PSX S157334,NHS Hospital Services 35
PSX S157343,NHS Hospital Services 44
PSX S157344,NHS Hospital Services 45
PSX S157345,NHS Hospital Services 46
PSX S157346,NHS Hospital Services 47
PSX S157347,NHS Hospital Services 48
PSX S157349,NHS Hospital Services 50
PSX S157350,NHS Hospital Services 51
PSX S157351,NHS Hospital Services 52
PSX S157352,NHS Hospital Services 53
PSX S157353,NHS Hospital Services 54
PSX S157354,NHS Hospital Services 55
PSX S157355,NHS Hospital Services 56
PSX S157357,NHS Hospital Services 58
PSX S157358,NHS Hospital Services 59
PSX S157359,NHS Hospital Services 60
PSX S157360,NHS Hospital Services 61
PSX S157361,NHS Hospital Services 62
PSX S157362,NHS Hospital Services 63
PSX S157363,NHS Hospital Services 64
PSX S157364,NHS Hospital Services 65
PSX S157365,NHS Hospital Services 66
PSX S157366,NHS Hospital Services 67
PSX S157367,NHS Hospital Services 68
PSX S157368,NHS Hospital Services 69
PSX S157369,NHS Hospital Services 70
PSX S157370,NHS Hospital Services 71
PSX S157371,NHS Hospital Services 72
PSX S157372,NHS Hospital Services 73
PSX S157374,NHS Hospital Services 75
PSX S157375,NHS Hospital Services 76
PSX S157376,NHS Hospital Services 77
PSX S157377,NHS Hospital Services 78
PSX S157378,NHS Hospital Services 79
PSX S157379,NHS Hospital Services 80
PSX S157381,NHS Hospital Services 82
PSX S157382,NHS Hospital Services 83
PSX S157383,NHS Hospital Services 84
PSX S157384,NHS Hospital Services 85
PSX S157386,NHS Hospital Services 87
PSX S157387,NHS Hospital Services 88
PSX S157388,NHS Hospital Services 89
PSX S157389,NHS Hospital Services 90
PSX S157390,NHS Hospital Services 91
PSX S157396,NHS Hospital Services 97
PSX S157397,NHS Hospital Services 98
PSX S157398,NHS Hospital Services 99
PSX S157403,NHS Hospital Services 104
PSX S157404,NHS Hospital Services 105
PSX S157405,NHS Hospital Services 106
PSX S157406,NHS Hospital Services 107
PSX S157407,NHS Hospital Services 108
PSX S157408,NHS Hospital Services 109
PSX S157409,NHS Hospital Services 110
PSX S157418,NHS Hospital Services 119
PSX S157419,NHS Hospital Services 120
PSX S157420,NHS Hospital Services 121
PSX S157421,NHS Hospital Services 122
PSX S157422,NHS Hospital Services 123
PSX S157423,NHS Hospital Services 124
PSX S157424,NHS Hospital Services 125
PSX S157425,NHS Hospital Services 126
PSX S157426,NHS Hospital Services 127
PSX S157500,NHS Out-patient Services 1
PSX S157504,NHS Out-patient Services 5
PSX S157505,NHS Out-patient Services 6
PSX S157506,NHS Out-patient Services 7
PSX S157507,NHS Out-patient Services 8
PSX S157510,NHS Out-patient Services 11
PSX S157513,NHS Out-patient Services 14
PSX S157514,NHS Out-patient Services 15
PSX S157515,NHS Out-patient Services 16
PSX S157516,NHS Out-patient Services 17
PSX S157517,NHS Out-patient Services 18
PSX S157518,NHS Out-patient Services 19
PSX S157519,NHS Out-patient Services 20
PSX S157521,NHS Out-patient Services 22
PSX S157522,NHS Out-patient Services 23
PSX S157524,NHS Out-patient Services 25
PSX S157525,NHS Out-patient Services 26
PSX S157526,NHS Out-patient Services 27
PSX S157527,NHS Out-patient Services 28
PSX S157528,NHS Out-patient Services 29
PSX S157603,NHS Public Health Services 4
PSX S157604,NHS Public Health Services 5
PSX S157605,NHS Public Health Services 6
PSX S157606,NHS Public Health Services 7
PSX S157607,NHS Public Health Services 8
PSX S157608,NHS Public Health Services 9
PSX S157613,NHS Public Health Services 14
PSX S157616,NHS Public Health Services 17
PSX S157617,NHS Public Health Services 18
PSX S157618,NHS Public Health Services 19
PSX S157620,NHS Public Health Services 21
PSX S157621,NHS Public Health Services 22
PSX S157622,NHS Public Health Services 23
PSX S157623,NHS Public Health Services 24
PSX S157624,NHS Public Health Services 25
PSX S157625,NHS Public Health Services 26
PSX S157626,NHS Public Health Services 27
PSX S157629,NHS Public Health Services 30
PSX S157630,NHS Public Health Services 31
PSX S157631,NHS Public Health Services 32
PSX S157632,NHS Public Health Services 33
PSX S157633,NHS Public Health Services 34
PSX S157635,NHS Public Health Services 36
PSX S157637,NHS Public Health Services 38
PSX S157638,NHS Public Health Services 39
PSX S157639,NHS Public Health Services 40
PSX S157640,NHS Public Health Services 41
PSX S157641,NHS Public Health Services 42
PSX S157642,NHS Public Health Services 43
PSX S157643,NHS Public Health Services 44
PSX S157644,NHS Public Health Services 45
PSX S157645,NHS Public Health Services 46
PSX S157647,NHS Public Health Services 48
PSX S157648,NHS Public Health Services 49
PSX S157649,NHS Public Health Services 50
PSX S157651,NHS Public Health Services 52
PSX S157652,NHS Public Health Services 53
PSX S157653,NHS Public Health Services 54
PSX S157655,NHS Public Health Services 56
PSX S157656,NHS Public Health Services 57
PSX S157658,NHS Public Health Services 59
PSX S157659,NHS Public Health Services 60
PSX S157661,NHS Public Health Services 62
PSX S157662,NHS Public Health Services 63
PSX S157663,NHS Public Health Services 64
PSX S157664,NHS Public Health Services 65
PSX S157665,NHS Public Health Services 66
PSX S157666,NHS Public Health Services 67
PSX S157667,NHS Public Health Services 68
PSX S157668,NHS Public Health Services 69
PSX S157669,NHS Public Health Services 70
PSX S157671,NHS Public Health Services 72
PSX S157801,Social Protection 2
PSX S157802,Social Protection 3
PSX S158000,Administration of Justice 1
PSX S158002,Administration of Justice 3
PSX S158003,Administration of Justice 4
PSX S158004,Administration of Justice 5
PSX S158005,Administration of Justice 6
PSX S158006,Administration of Justice 7
PSX S158007,Administration of Justice 8
PSX S158100,Central and Miscellaneous Services 1
PSX S158101,Central and Miscellaneous Services 2
PSX S158102,Central and Miscellaneous Services 3
PSX S158103,Central and Miscellaneous Services 4
PSX S158104,Central and Miscellaneous Services 5
PSX S158105,Central and Miscellaneous Services 6
PSX S158106,Central and Miscellaneous Services 7
PSX S158108,Central and Miscellaneous Services 9
PSX S158112,Central and Miscellaneous Services 13
PSX S158200,Civil Defence 1
PSX S158201,Civil Defence 2
PSX S158300,Fire 1
PSX S158301,Fire 2
PSX S158302,Fire 3
PSX S158304,Fire 5
PSX S158500,Police 1
PSX S158501,Police 2
PSX S158502,Police 3
PSX S158503,Police 4
PSX S158505,Police 6
PSX S158508,Police 9
PSX S158510,Police 11
PSX S158511,Police 12
PSX S158513,Police 14
PSX S158514,Police 15
PSX S158515,Police 16
PSX S158516,Police 17
PSX S158600,Prisons and Offenders Programmes 1
PSX S158601,Prisons and Offenders Programmes 2
PSX S158603,Prisons and Offenders Programmes 4
PSX S158604,Prisons and Offenders Programmes 5
PSX S158605,Prisons and Offenders Programmes 6
PSX S158700,Scottish Courts Administration: Operational 1
PSX S158701,Scottish Courts Administration: Operational 2
PSX S158702,Scottish Courts Administration: Operational 3
PSX S158703,Scottish Courts Administration: Operational 4
PSX S158704,Scottish Courts Administration: Operational 5
PSX S158705,Scottish Courts Administration: Operational 6
PSX S158706,Scottish Courts Administration: Operational 7
PSX S158707,Scottish Courts Administration: Operational 8
PSX S158710,Scottish Courts Administration: Operational 11
PSX S158800,Scottish Courts Service: Operational 1
PSX S158801,Scottish Courts Service: Operational 2
PSX S158804,Scottish Courts Service: Operational 5
PSX S158901,Social Work Services 2
PSX S158903,Social Work Services 4
PSX S158904,Social Work Services 5
PSX S158905,Social Work Services 6
PSX S159001,Food Standards Agency Scotland
PSX S159002,Scottish Parliament
PSX S159007,Children and Young People
PSX S159008,AFF (RAD) Market Support Under CAP
PSX S159009,AFF Other Support
PSX S159010,AFF Agricultural Services
PSX S159011,AFF Fisheries
PSX S159013,Water Supply and Sewerage
PSX S159014,Forestry Scotland
PSX S159015,Public and Common Services Scotland
PSX S159019,Schools
PSX S159020,Further Education
PSX S159021,Miscellaneous Educational Services Research and Administration
PSX S159022,Environment Protection n.e.c.
PSX S159023,Urban
PSX S159024,Pollution Abatement
PSX S159025,Local Authority Housing
PSX S159026,Other Social Housing
PSX S159027,Housing Other
PSX S159028,NHS Hospital Services
PSX S159029,Family and Children
PSX S159030,Administration Of Justice
PSX S159031,Prisons and Offenders Programmes
PSX S159032,Police
PSX S159033,Fire
PSX S159035,Central and Miscellaneous Services
PSX S159037,Local Transport
PSX S159038,Ports
PSX S159040,Other Transport Services
PSX S159041,Forestry CAP
PSX S159042,IBEA Receipts (RAD)
PSX S159043,"Medical Products, Applications & Equipment"
PSX S159045,NHS Public Health Services
PSX S159047,Health (Miscellaneous)
PSX S159048,Sickness & Disability
PSX S159051,Social Protection
PSX S159052,Police and fire pensions (LA spend)
PSX S159053,"Welfare services, supporting people, homelessness"
PSX S159054,Other general services
PSX S159055,School crossing patrols
PSX S159056,Emergency planning
PSX S159057,Flood defence and land drainage
PSX S159058,Environmental health
PSX S159059,Trading standards
PSX S159060,Waste management
